City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,torbay,47.6666,-52.7314,27.57,84,75,15.99,CA,1676336024
271,dingle,10.9995,122.6711,78.67,85,100,13.4,PH,1676336025
272,quincy,42.2529,-71.0023,38.79,81,20,5.75,US,1676335912
273,kitwe,-12.7961,28.2477,61.65,96,100,3.83,ZM,1676336026
274,leon valley,29.4952,-98.6186,67.89,66,100,19.57,US,1676336027
275,talnakh,69.4865,88.3972,7.21,94,100,13.02,RU,1676335824
276,rio gallegos,-51.6226,-69.2181,46.45,87,75,12.66,AR,1676335871
277,staunton,38.1496,-79.0717,41.88,45,0,5.75,US,1676336029
278,inverell,-29.7833,151.1167,85.1,51,6,4.0,AU,1676336030
279,pochutla,15.7432,-96.4661,72.03,83,0,3.94,MX,1676336032
280,tairua,-37.0167,175.85,63.93,94,100,11.34,NZ,1676336032
281,kongolo,-5.3833,27.0,70.7,93,100,1.66,CD,1676336033
282,tutoia,-2.7619,-42.2744,80.76,80,100,12.68,BR,1676336034
283,mastic beach,40.7668,-72.8521,46.98,83,0,4.61,US,1676336035
284,villazon,-22.0866,-65.5942,55.62,61,99,13.24,BO,1676336036
285,dikson,73.5069,80.5464,9.88,94,100,15.26,RU,1676336036
286,chaman,30.9236,66.4512,53.62,35,100,4.54,PK,1676336037
287,linjiang,41.8069,126.9078,14.65,74,8,1.36,CN,1676336038
288,raudeberg,61.9875,5.1352,43.47,73,32,20.65,NO,1676336039
289,beberibe,-4.1797,-38.1306,78.85,86,100,12.06,BR,1676336040
290,russkaya polyana,49.417,31.9201,35.19,91,100,15.88,UA,1676336041
291,chik,54.9928,82.4311,-13.25,77,43,2.24,RU,1676336041
292,lakatoro,-16.0999,167.4164,84.38,60,34,4.85,VU,1676336042
293,ishigaki,24.3448,124.1572,60.93,100,75,14.97,JP,1676336043
294,rio cuarto,-33.1307,-64.3499,73.17,60,0,6.91,AR,1676336044
295,kayiry,46.9454,33.7059,32.88,97,100,13.62,UA,1676336045
296,qaqortoq,60.7167,-46.0333,1.02,81,76,3.83,GL,1676336046
297,pokhara,28.2333,83.9833,50.34,37,0,4.32,NP,1676336047
298,kopavogur,64.1123,-21.913,42.51,75,75,19.57,IS,1676336048
299,ollon,46.2952,6.9931,42.42,75,0,5.39,CH,1676336049
300,noumea,-22.2763,166.4572,82.99,99,4,9.64,NC,1676336050
301,mariakani,-3.8633,39.4736,70.72,94,75,3.87,KE,1676336051
302,christchurch,-43.5333,172.6333,68.2,60,75,17.27,NZ,1676335978
303,grand island,40.925,-98.342,52.09,49,0,13.8,US,1676335874
304,induno olona,45.848,8.8366,42.66,73,0,1.14,IT,1676336053
305,kailua,21.4022,-157.7394,80.58,71,20,16.11,US,1676336054
306,puerto baquerizo moreno,-0.9,-89.6,78.42,80,11,3.31,EC,1676336055
307,renigunta,13.65,79.5167,64.38,88,20,2.3,IN,1676336056
308,lere,10.387,8.5726,68.54,23,22,8.7,NG,1676336057
309,saint george,37.1041,-113.5841,57.79,31,0,17.27,US,1676335894
310,sitka,57.0531,-135.33,30.09,93,100,6.91,US,1676336043
311,mandok,48.3215,22.1911,31.57,92,100,2.73,HU,1676336060
312,guerrero negro,27.9769,-114.0611,60.03,67,0,17.81,MX,1676335844
313,auburn,47.3073,-122.2284,45.91,81,100,5.75,US,1676335769
314,kaitangata,-46.2817,169.8464,69.53,57,0,17.6,NZ,1676336062
315,putina,-15.4667,-69.4333,48.11,75,100,4.07,PE,1676336063
316,nara,34.6851,135.8049,42.12,42,99,14.2,JP,1676335807
317,vao,-22.6667,167.4833,75.09,69,7,12.77,NC,1676336066
318,petapa,14.5028,-90.5517,73.26,60,20,18.41,GT,1676336067
319,limon,10.0,-83.0333,80.49,78,0,5.75,CR,1676336068
320,los llanos de aridane,28.6585,-17.9182,56.95,63,0,3.44,ES,1676336069
321,richards bay,-28.783,32.0377,74.23,96,22,3.96,ZA,1676336070
322,krasnoselkup,65.7,82.4667,7.99,93,100,16.4,RU,1676336071
323,sawang daen din,17.4753,103.4575,83.1,43,100,3.76,TH,1676336072
324,airai,-8.9266,125.4092,65.5,85,100,4.68,TL,1676336071
325,ponta do sol,32.6667,-17.1,62.71,68,71,3.09,PT,1676336067
326,roma,43.2128,-75.4557,43.95,56,75,13.8,US,1676335805
327,afsin,38.2477,36.914,6.64,84,11,2.59,TR,1676336076
328,riyadh,24.6877,46.7219,53.74,83,5,6.2,SA,1676335898
329,kavaratti,10.5669,72.642,80.31,67,8,5.23,IN,1676336078
330,vila velha,-20.3297,-40.2925,78.75,86,0,10.36,BR,1676336060
331,vostok,46.4856,135.8833,4.66,85,100,3.6,RU,1676336079
332,plettenberg bay,-34.0527,23.3716,69.24,93,84,0.58,ZA,1676336081
333,jiuquan,39.7432,98.5174,20.21,80,4,4.76,CN,1676336081
334,broken hill,-31.95,141.4333,73.0,30,0,14.41,AU,1676336082
335,meiktila,20.8667,95.8667,66.4,33,0,4.05,MM,1676336083
336,denpasar,-8.65,115.2167,82.06,88,75,11.5,ID,1676336084
337,ostrovnoy,68.0531,39.5131,30.96,81,100,29.08,RU,1676336066
338,karratha,-20.7377,116.8463,92.48,49,79,8.75,AU,1676335977
339,san cristobal,7.7669,-72.225,66.72,84,26,1.5,VE,1676336086
340,maragogi,-9.0122,-35.2225,78.48,79,33,6.6,BR,1676336000
341,qaanaaq,77.484,-69.3632,-23.39,62,81,6.06,GL,1676336088
342,georgiyevskoye,58.731,45.024,17.46,96,100,6.4,RU,1676336088
343,nuuk,64.1835,-51.7216,-4.92,94,97,6.35,GL,1676336089
344,yarmouth,41.7057,-70.2286,40.14,80,100,8.99,US,1676336090
345,ivolginsk,51.7492,107.2837,-13.34,84,100,2.24,RU,1676336091
346,te anau,-45.4167,167.7167,72.54,50,1,2.89,NZ,1676336092
347,bonavista,48.6499,-53.1147,22.12,68,100,12.15,CA,1676336093
348,guiong,6.4186,122.0258,77.34,89,100,12.35,PH,1676336093
349,madang,-5.2246,145.7966,84.74,73,100,1.79,PG,1676336094
350,tessalit,20.1986,1.0114,71.29,16,100,17.07,ML,1676336089
351,sao joao da barra,-21.6403,-41.0511,78.89,89,100,14.72,BR,1676336096
352,hambantota,6.1241,81.1185,70.14,100,0,2.3,LK,1676336096
353,olinda,-8.0089,-34.8553,82.13,74,75,10.36,BR,1676335909
354,thinadhoo,0.5333,72.9333,80.38,68,7,7.25,MV,1676336098
355,boda,4.3189,17.4695,71.26,33,18,3.29,CF,1676336099
356,sri aman,1.2376,111.4621,73.45,100,20,0.0,MY,1676336099
357,okha,53.5739,142.9478,2.53,92,99,12.35,RU,1676336100
358,mweka,-4.85,21.5667,68.63,92,99,0.34,CD,1676336101
359,phuket,8.0,98.25,77.22,94,20,2.3,TH,1676336079
360,vaitape,-16.5167,-151.75,82.42,74,17,14.07,PF,1676336103
361,kirakira,-10.4544,161.9205,84.88,73,27,8.79,SB,1676336082
362,redding,40.5865,-122.3917,60.03,32,55,8.99,US,1676336106
363,muzhi,65.3667,64.6667,-8.79,100,89,4.7,RU,1676336106
364,hit,33.6416,42.8251,46.31,36,97,6.31,IQ,1676336107
