City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
150,black river,18.0264,-77.8487,74.16,79,0,1.97,JM,1675648273
151,kichera,55.9375,110.0997,5.97,96,100,3.36,RU,1675648322
152,amarpur,25.0333,86.9,59.9,55,0,4.43,IN,1675648324
153,savannah bight,16.45,-85.85,79.02,70,1,13.04,HN,1675648326
154,wilmington,34.2257,-77.9447,52.0,90,100,8.05,US,1675648057
155,alyangula,-13.8483,136.4192,86.18,50,85,1.72,AU,1675648329
156,pauini,-7.7136,-66.9764,72.88,99,100,2.24,BR,1675648331
157,numan,9.4667,12.0333,75.36,22,94,0.22,NG,1675648332
158,fairbanks,64.8378,-147.7164,1.36,81,0,5.75,US,1675648252
159,puerto escondido,15.85,-97.0667,76.82,73,0,4.32,MX,1675648335
160,huarmey,-10.0681,-78.1522,72.5,81,67,4.88,PE,1675648336
161,aginskoye,51.1,114.53,5.29,82,18,10.18,RU,1675648338
162,touros,-5.1989,-35.4608,79.48,78,8,9.44,BR,1675648341
163,aquiraz,-3.9014,-38.3911,80.69,85,38,7.2,BR,1675648186
164,matara,5.9485,80.5353,76.6,92,100,5.35,LK,1675648324
165,waingapu,-9.6567,120.2641,78.82,87,100,13.49,ID,1675648345
166,gat,31.61,34.7642,55.4,15,3,16.44,IL,1675648196
167,kostomuksha,64.571,30.5767,18.16,97,100,1.88,RU,1675648347
168,alofi,-19.0595,-169.9187,75.09,94,97,19.57,NU,1675648349
169,katsuura,35.1333,140.3,50.43,60,82,5.44,JP,1675648351
170,ulladulla,-35.35,150.4667,77.13,58,0,10.0,AU,1675648352
171,amahai,-3.3333,128.9167,82.35,70,100,4.29,ID,1675648353
172,pangnirtung,66.1451,-65.7125,-35.45,93,98,4.85,CA,1675648356
173,baoqing,46.3317,132.2111,9.72,88,51,2.21,CN,1675648357
174,miquelon,47.0975,-56.3814,33.8,97,100,34.14,PM,1675648359
175,jardim,-21.4803,-56.1381,72.0,74,9,2.46,BR,1675648360
176,provideniya,64.3833,-173.3,8.71,61,100,15.99,RU,1675648362
177,castro,-24.7911,-50.0119,61.68,81,9,4.83,BR,1675648363
178,kanalion,39.6056,19.8925,38.98,60,20,4.61,GR,1675648365
179,south river,40.4465,-74.386,42.85,67,100,6.38,US,1675648366
180,havelock,34.8791,-76.9013,60.75,89,100,12.66,US,1675648261
181,leh,34.1667,77.5833,5.32,79,91,1.72,IN,1675648369
182,nanakuli,21.3906,-158.1547,82.35,55,20,13.8,US,1675648370
183,puerto ayacucho,5.6639,-67.6236,76.32,81,97,3.33,VE,1675648372
184,dwarka,22.2394,68.9678,69.6,80,40,8.08,IN,1675648373
185,ketchikan,55.3422,-131.6461,37.87,87,100,11.5,US,1675648374
186,staryy nadym,65.6118,72.6842,-13.86,100,99,3.65,RU,1675648376
187,cedar city,37.6775,-113.0619,29.37,93,100,10.36,US,1675648128
188,iqaluit,63.7506,-68.5145,-16.31,68,75,10.36,CA,1675648378
189,ponta do sol,32.6667,-17.1,61.72,60,7,5.12,PT,1675648380
190,jurado,7.1053,-77.7641,77.74,85,72,3.09,CO,1675648381
191,shangrao,28.4532,117.9686,51.24,94,100,1.43,CN,1675648384
192,kijang,35.2442,129.2139,35.33,26,100,1.3,KR,1675648386
193,saint george,37.1041,-113.5841,46.99,58,100,17.27,US,1675648387
194,bambous virieux,-20.3428,57.7575,78.22,88,40,3.44,MU,1675648389
195,laguna,38.421,-121.4238,53.89,68,0,6.91,US,1675648390
196,grand gaube,-20.0064,57.6608,78.39,79,78,3.0,MU,1675648392
197,puerto colombia,10.9878,-74.9547,78.89,86,92,21.83,CO,1675648393
198,sobolevo,54.4299,31.8996,16.25,97,100,5.57,RU,1675648395
199,xuddur,4.1213,43.8894,67.23,79,10,17.11,SO,1675648396
200,oyama,36.3,139.8,47.59,42,1,2.84,JP,1675648398
201,honiara,-9.4333,159.95,76.87,94,100,8.34,SB,1675648370
202,mana,5.6592,-53.7767,75.34,89,100,10.22,GF,1675648402
203,labuan,5.2767,115.2417,82.76,89,20,1.14,MY,1675648317
204,cap malheureux,-19.9842,57.6142,78.48,79,82,3.0,MU,1675648404
205,kushima,31.4583,131.2333,55.2,80,100,8.25,JP,1675648406
206,saint-philippe,-21.3585,55.7679,76.59,83,94,10.54,RE,1675648407
207,uruzgan,32.8333,66.0,33.89,83,11,6.29,AF,1675648409
208,ust-tsilma,65.441,52.1498,-16.82,100,100,2.73,RU,1675648410
209,cayenne,4.9333,-52.3333,71.64,100,0,1.14,GF,1675648412
210,lompoc,34.6391,-120.4579,54.32,81,75,17.27,US,1675648192
211,kabare,-2.4683,28.8242,58.84,89,90,1.52,CD,1675648414
212,la ronge,55.1001,-105.2842,30.45,80,100,3.44,CA,1675648416
213,coroico,-16.1889,-67.7271,58.3,96,100,2.3,BO,1675648417
214,hithadhoo,-0.6,73.0833,81.16,70,99,10.98,MV,1675648419
215,georgetown,5.4112,100.3354,78.73,94,40,4.61,MY,1675648176
216,san roque,36.2107,-5.3842,56.23,82,100,20.71,ES,1675648421
217,vostok,46.4856,135.8833,6.98,78,61,4.85,RU,1675648423
218,aykhal,66.0,111.5,-25.1,98,100,2.62,RU,1675648424
219,bose,45.4612,8.0137,41.29,72,100,2.19,IT,1675648426
220,isangel,-19.55,169.2667,85.62,69,100,1.03,VU,1675648368
221,clyde river,70.4692,-68.5914,-21.77,69,0,8.05,CA,1675648200
222,tat,47.7415,18.6481,26.26,68,0,2.82,HU,1675648430
223,ostrovnoy,68.0531,39.5131,13.55,91,100,17.18,RU,1675648431
224,da lat,11.9465,108.4419,71.28,50,7,1.79,VN,1675648433
225,hohhot,40.8106,111.6522,19.69,58,0,2.24,CN,1675648434
226,koumac,-20.5667,164.2833,88.81,65,99,3.62,NC,1675648437
227,pacific grove,36.6177,-121.9166,51.91,82,75,14.0,US,1675648438
228,bowen,-20.0167,148.2333,85.21,76,66,15.17,AU,1675648440
229,new norfolk,-42.7826,147.0587,71.92,54,49,5.01,AU,1675648215
230,aksum,14.1245,38.7244,55.69,49,51,2.91,ET,1675648446
231,hualmay,-11.0964,-77.6139,72.39,83,46,6.29,PE,1675648447
232,krasnokamensk,50.0979,118.0369,-5.6,96,67,3.76,RU,1675648449
233,skibbereen,51.55,-9.2667,50.11,96,96,10.18,IE,1675648450
234,tamale,9.4008,-0.8393,82.67,17,100,3.96,GH,1675648452
235,severo-kurilsk,50.6789,156.125,27.48,63,100,13.58,RU,1675648453
236,pangoa,-12.1167,-73.0,66.36,99,79,1.3,PE,1675648455
237,xapuri,-10.6517,-68.5044,71.87,98,100,2.48,BR,1675648456
238,maningrida,-12.0667,134.2667,86.31,51,100,4.54,AU,1675648458
239,cidreira,-30.1811,-50.2056,72.12,82,100,6.96,BR,1675648459
240,udarnyy,54.3409,42.8611,4.73,99,100,2.98,RU,1675648461
241,muscle shoals,34.7448,-87.6675,53.26,76,0,6.91,US,1675648462
242,tautira,-17.7333,-149.15,81.0,77,100,11.03,PF,1675648219
243,moerai,-22.4333,-151.3333,80.73,69,61,11.54,PF,1675648467
244,arraial do cabo,-22.9661,-42.0278,73.74,93,75,7.9,BR,1675648473
245,wenling,28.3669,121.36,56.93,86,84,6.44,CN,1675648475
246,hobyo,5.3505,48.5268,76.37,75,98,16.22,SO,1675648307
247,sur,22.5667,59.5289,69.49,69,6,5.32,OM,1675648477
248,port blair,11.6667,92.75,80.64,83,40,4.61,IN,1675648479
249,buchanan,5.8808,-10.0467,78.62,90,98,5.88,LR,1675648483
250,oistins,13.0667,-59.5333,75.29,88,75,25.32,BB,1675648484
251,cockburn town,21.4612,-71.1419,76.96,69,40,14.97,TC,1675648486
252,doha,25.2867,51.5333,64.29,85,0,4.61,QA,1675648298
253,tiksi,71.6872,128.8694,-25.69,100,100,3.04,RU,1675648490
254,muzhi,65.3667,64.6667,3.63,98,96,1.68,RU,1675648491
255,diamantino,-14.4086,-56.4461,73.11,91,85,3.85,BR,1675648493
256,asau,46.4333,26.4,24.28,93,98,8.05,RO,1675648494
257,choya,52.0108,86.5467,4.21,97,71,4.32,RU,1675648495
258,kuching,1.55,110.3333,82.26,85,20,1.14,MY,1675648497
259,bourail,-21.5667,165.4833,89.24,62,99,3.47,NC,1675648498
260,vestmannaeyjar,63.4427,-20.2734,39.88,67,100,32.5,IS,1675648383
261,marovoay,-16.1,46.6333,72.73,97,100,5.03,MG,1675648501
262,cervo,43.6702,-7.4101,53.96,84,55,23.15,ES,1675648504
263,pisco,-13.7,-76.2167,75.25,83,0,11.5,PE,1675648505
264,dingle,10.9995,122.6711,81.66,77,93,11.14,PH,1675648507
265,cleveland,41.4995,-81.6954,45.43,68,100,13.8,US,1675648245
266,papayal,-4.0761,-80.7361,77.72,65,94,2.55,PE,1675648509
267,trairi,-3.2778,-39.2689,77.04,87,41,5.57,BR,1675648477
268,miraflores,19.2167,-98.8083,64.02,39,0,3.27,MX,1675648512
269,talnakh,69.4865,88.3972,2.21,98,100,2.19,RU,1675648513
270,tasiilaq,65.6145,-37.6368,24.96,94,100,5.46,GL,1675648515
271,tucuman,-26.8241,-65.2226,73.4,88,0,3.44,AR,1675648516
272,darab,28.7519,54.5444,47.37,57,99,1.57,IR,1675648518
273,bathsheba,13.2167,-59.5167,75.81,88,75,25.32,BB,1675648519
274,ariogala,55.2667,23.4667,27.1,76,100,9.73,LT,1675648521
275,malanje,-9.5402,16.341,62.8,92,100,3.2,AO,1675648522
276,coquimbo,-29.9533,-71.3436,65.93,82,0,5.75,CL,1675648524
277,tsiroanomandidy,-18.7667,46.0333,65.14,96,100,2.01,MG,1675648525
278,guarapari,-20.6667,-40.4975,79.9,90,32,7.07,BR,1675648527
279,dokka,60.84,10.0618,22.24,96,100,2.84,NO,1675648528
280,zemio,5.0314,25.1361,68.92,23,9,3.33,CF,1675648530
281,angoram,-4.0625,144.0661,79.18,83,100,3.58,PG,1675648531
282,yambio,4.5721,28.3955,69.57,23,91,2.08,SS,1675648533
283,akhaldaba,41.654,42.1516,36.16,76,100,7.4,GE,1675648534
284,salalah,17.0151,54.0924,69.89,78,0,4.61,OM,1675648535
285,airai,-8.9266,125.4092,69.64,73,82,3.58,TL,1675648537
286,lavrentiya,65.5833,-171.0,-4.72,89,99,9.37,RU,1675648538
287,cherskiy,68.75,161.3,-37.07,99,99,4.72,RU,1675648540
288,fort nelson,58.8053,-122.7002,2.79,87,0,2.3,CA,1675648541
289,nelson bay,-32.7167,152.15,84.25,69,5,13.51,AU,1675648543
290,longyearbyen,78.2186,15.6401,28.24,74,40,2.3,SJ,1675648544
291,naryan-mar,67.6713,53.087,-2.49,99,32,8.25,RU,1675648545
292,verkh-usugli,52.7,115.1667,0.36,77,17,2.98,RU,1675648547
293,alpena,45.0617,-83.4327,29.17,80,100,14.97,US,1675648548
294,codrington,-38.2667,141.9667,66.25,58,79,9.86,AU,1675648551
295,mocuba,-16.8392,36.9856,71.69,97,96,2.28,MZ,1675648552
296,ghanzi,-21.5667,21.7833,68.0,84,84,5.93,BW,1675648554
297,maridi,4.9158,29.4742,70.11,22,91,2.66,SS,1675648555
298,grindavik,63.8424,-22.4338,37.87,56,40,29.93,IS,1675648557
299,ballina,-28.8667,153.5667,85.01,64,87,8.66,AU,1675648558
300,port elizabeth,-33.918,25.5701,75.09,94,75,12.66,ZA,1675648560
301,bahia blanca,-38.7196,-62.2724,83.28,37,2,1.01,AR,1675648561
302,sabha,27.0377,14.4283,48.56,64,0,7.16,LY,1675648563
303,victor harbor,-35.5667,138.6167,78.67,66,10,8.46,AU,1675648564
304,chokurdakh,70.6333,147.9167,-41.6,100,86,1.5,RU,1675648265
305,otradnoye,59.7775,30.8181,26.65,95,100,5.99,RU,1675648567
306,teguldet,57.3064,88.1667,-14.31,100,100,2.66,RU,1675648568
307,baytown,29.7355,-94.9774,67.15,74,14,6.44,US,1675648570
308,bani,18.2833,-70.3333,74.86,79,15,10.07,DO,1675648571
